sn	book_id	isbn_10	isbn_13	Title	isbn_13	Title	Amazon	Avg_rating	Ratings	Label
370	GcgOCAAAQBAJ	812994574	9780812994575	"Unfinished Business, Women Men Work Family"	9780812994575	Unfinished Business: Women Men Work Family	http://www.amazon.com/Unfinished-Business-Women-Work-Family-ebook/dp/B00VZZ2LME	4.1	49	YES
371	nNrEAwAAQBAJ	804179042	9780804179041	Uprooted	9780804179041	Uprooted	http://www.amazon.com/Uprooted-Naomi-Novik-ebook/dp/B00KUQIU7O	4.5	0	NA
372	zFPkUBaLdIMC	691009864	9780691009865	"Vacuum Bazookas, Electric Rainbow Jelly, And 27 Other Saturday Science Projects"	9780691009865	"Vacuum Bazookas, Electric Rainbow Jelly, and 27 Other Saturday Science Projects."	http://www.amazon.com/Bazookas-Electric-Rainbow-Saturday-Projects/dp/0691009864	4.3	6	NA
373	YuxzAgAAQBAJ	146680839X	9781466808393	Valour And Vanity	9781466808393	Valour and Vanity (Glamourist Histories Book 4)	http://www.amazon.com/Valour-Vanity-Glamourist-Histories-Book-ebook/dp/B00HL0MA78	4.6	32	YES
374	bPUTBQAAQBAJ	1598533649	9781598533644	"Virgil Thomson: Music Chronicles 1940-1954, (Library Of America #258)"	9781598533644	Virgil Thomson: Music Chronicles 1940-1954: (Library of America #258)	http://www.amazon.com/Virgil-Thomson-Chronicles-1940-1954-Library-ebook/dp/B00OUAIFJO	4.7	6	NA
375	pVD89rfGvQYC	520259572	9780520259577	Wallace Stegner And The American West	9780520259577	Wallace Stegner and the American West	http://www.amazon.com/Wallace-Stegner-American-Philip-Fradkin/dp/0520259572	3.8	12	YES
376	SV24Mq5lcrcC	307430111	9780307430113	War Trash	9780307430113	War Trash (Vintage International)	http://www.amazon.com/War-Trash-Vintage-International-Jin-ebook/dp/B000XUDGS0	4.2	78	YES
377	NEU-1RfOMEwC	1932073205	9781932073201	"Way Of The Peaceful Warrior, A Book That Changes Lives"	9781932073201	Way of the Peaceful Warrior: A Book That Changes Lives	http://www.amazon.com/Way-Peaceful-Warrior-Changes-Lives/dp/1932073205	4.3	740	YES
378	mHHkBgAAQBAJ	161620544X	9781616205447	"We Were Brothers, A Memoir"	9781616205447	We Were Brothers: A Memoir	http://www.amazon.com/We-Were-Brothers-Barry-Moser-ebook/dp/B00U6YR0D0	3.9	8	NA
379	7ZRVAQAAQBAJ	375984402	9780375984402	We Were Liars	9780375984402	We Were Liars	http://www.amazon.com/We-Were-Liars-E-Lockhart-ebook/dp/B00FPOSDGY	4	0	NA
380	sBRYTFo_CQMC	1590302265	9781590302262	"When Things Fall Apart, Heart Advice For Difficult Times"	9781590302262	When Things Fall Apart: Heart Advice for Difficult Times	http://www.amazon.com/When-Things-Fall-Apart-Difficult-ebook/dp/B00B0PFN9C	4.7	745	YES
381	wFmVAwAAQBAJ	1632060078	9781632060075	Where The Bird Sings Best	9781632060075	Where the Bird Sings Best	http://www.amazon.com/Where-Bird-Sings-Alejandro-Jodorowsky-ebook/dp/B00UNHHUY4	4.7	11	YES
382	pZ3_ymJewioC	307789373	9780307789372	Whites	9780307789372	Whites (Vintage International)	http://www.amazon.com/Whites-Vintage-International-Norman-Rush-ebook/dp/B004J4X9WO	4.3	11	YES
383	yC6OAwAAQBAJ	553419927	9780553419924	"Widow Basquiat, A Love Story"	9780553419924	Widow Basquiat: A Love Story	http://www.amazon.com/Widow-Basquiat-Story-Jennifer-Clement-ebook/dp/B00KAFX86I	4.5	73	YES
384	o_r4xQgkMZ8C	252030184	9780252030185	"William Maxwell, A Literary Life"	9780252030185	William Maxwell: A LITERARY LIFE	http://www.amazon.com/William-Maxwell-LITERARY-Barbara-Burkhardt/dp/0252030184	4.3	3	NA
385	2Y9VAQAAQBAJ	1612193463	9781612193465	"With My Dog Eyes, A Novel"	9781612193465	With My Dog Eyes: A Novel	http://www.amazon.com/My-Dog-Eyes-Novel-ebook/dp/B00FUZPECE	3.7	3	NA
386	uHhzAwAAQBAJ	374709661	9780374709662	"Wolf In White Van, A Novel"	9780374709662	Wolf in White Van: A Novel	http://www.amazon.com/Wolf-White-Van-John-Darnielle-ebook/dp/B00IWVELRC	3.9	185	YES
387	FPhmAwAAQBAJ	544074815	9780544074811	Wonderland	9780544074811	Wonderland	http://www.amazon.com/Wonderland-Stacey-DErasmo/dp/0544074815	3.3	46	NO
388	zVw2AAAAQBAJ	698135946	9780698135949	"Words Will Break Cement, The Passion Of Pussy Riot"	9780698135949	Words Will Break Cement: The Passion of Pussy Riot	http://www.amazon.com/Words-Will-Break-Cement-Passion-ebook/dp/B00DMCW1SM	4.4	38	YES
389	KskZC0FNcPEC	1583942726	9781583942727	"Your Soul'S Plan, Discovering The Real Meaning Of The Life You Planned Before You Were Born"	9781583942727	Your Soul''s Plan: Discovering the Real Meaning of the Life You Planned Before You Were Born	http://www.amazon.com/Your-Souls-Plan-Discovering-Meaning/dp/1583942726	4.5	349	YES
